# t(ms)	mean_x1	mean_x2
716.2	-1.36036	-2.08173
716.25	-1.37255	-2.08449
716.3	-1.37055	-2.08711
716.35	-1.36993	-2.08967
716.4	-1.37457	-2.09215
716.45	-1.3632	-2.09453
716.5	-1.37304	-2.09696
716.55	-1.37686	-2.09938
716.6	-1.36986	-2.10163
716.65	-1.3704	-2.10379
716.7	-1.37304	-2.10613
716.75	-1.3776	-2.10817
716.8	-1.3766	-2.11034
716.85	-1.38304	-2.1124
716.9	-1.37619	-2.1145
716.95	-1.37804	-2.11649
717	-1.37504	-2.11836
717.05	-1.36432	-2.12031
717.1	-1.39025	-2.12221
717.15	-1.3798	-2.12397
717.2	-1.38961	-2.12573
717.25	-1.37083	-2.1275
717.3	-1.38198	-2.12913
717.35	-1.37705	-2.13086
717.4	-1.37253	-2.13238
717.45	-1.36623	-2.13397
717.5	-1.38776	-2.13548
717.55	-1.39079	-2.13702
717.6	-1.39556	-2.13843
717.65	-1.36913	-2.13976
717.7	-1.38353	-2.14103
717.75	-1.38902	-2.14234
717.8	-1.37922	-2.14363
717.85	-1.37325	-2.14489
717.9	-1.38377	-2.14616
717.95	-1.38975	-2.14741
718	-1.38108	-2.14854
718.05	-1.39915	-2.14978
718.1	-1.37694	-2.15073
718.15	-1.38254	-2.15171
718.2	-1.37057	-2.1527
718.25	-1.39434	-2.15362
718.3	-1.38068	-2.15449
718.35	-1.38781	-2.15535
718.4	-1.37905	-2.15618
718.45	-1.37345	-2.1571
718.5	-1.37452	-2.15789
718.55	-1.36902	-2.15862
718.6	-1.3793	-2.15932
718.65	-1.39063	-2.16012
718.7	-1.38407	-2.16078
718.75	-1.3969	-2.16147
718.8	-1.3927	-2.16204
718.85	-1.38046	-2.16265
718.9	-1.37563	-2.1632
718.95	-1.38715	-2.16376
719	-1.36579	-2.1642
719.05	-1.37162	-2.16472
719.1	-1.36682	-2.16513
719.15	-1.37063	-2.16562
719.2	-1.3861	-2.16603
719.25	-1.37501	-2.16639
719.3	-1.37724	-2.16677
719.35	-1.36334	-2.16705
719.4	-1.34997	-2.16737
719.45	-1.36883	-2.16751
719.5	-1.36254	-2.16761
719.55	-1.37103	-2.16781
719.6	-1.38259	-2.16792
719.65	-1.3754	-2.16806
719.7	-1.36143	-2.16817
719.75	-1.37665	-2.16831
719.8	-1.36958	-2.16841
719.85	-1.37486	-2.16846
719.9	-1.37741	-2.16848
719.95	-1.3734	-2.16852
720	-1.36946	-2.16855
720.05	-1.36269	-2.16846
720.1	-1.36624	-2.16849
720.15	-1.37033	-2.1683
720.2	-1.38043	-2.16823
720.25	-1.38323	-2.16816
720.3	-1.3702	-2.16794
720.35	-1.3748	-2.16785
720.4	-1.37088	-2.16775
720.45	-1.36568	-2.16759
720.5	-1.36574	-2.16741
720.55	-1.38186	-2.16719
720.6	-1.37068	-2.16695
720.65	-1.38139	-2.16671
720.7	-1.37925	-2.16643
720.75	-1.37781	-2.16609
720.8	-1.37993	-2.16579
720.85	-1.38553	-2.16545
720.9	-1.38037	-2.16511
720.95	-1.36879	-2.1648
721	-1.37828	-2.16451
721.05	-1.37596	-2.16407
721.1	-1.36784	-2.16374
721.15	-1.37261	-2.16339
721.2	-1.37924	-2.16297
721.25	-1.3658	-2.16254
721.3	-1.36879	-2.16201
721.35	-1.37495	-2.16147
721.4	-1.3831	-2.16098
721.45	-1.38592	-2.16045
721.5	-1.38397	-2.15996
721.55	-1.38204	-2.15945
721.6	-1.37851	-2.15897
721.65	-1.36386	-2.15836
721.7	-1.37821	-2.1577
721.75	-1.38147	-2.15716
721.8	-1.36586	-2.15661
721.85	-1.37624	-2.15599
721.9	-1.37718	-2.15532
721.95	-1.37541	-2.15476
722	-1.37725	-2.1542
722.05	-1.37869	-2.15366
722.1	-1.3879	-2.15297
722.15	-1.37726	-2.15236
722.2	-1.38272	-2.15162
722.25	-1.38854	-2.15087
722.3	-1.38676	-2.15013
722.35	-1.38218	-2.14948
722.4	-1.36582	-2.14868
722.45	-1.38249	-2.14803
722.5	-1.38712	-2.14715
722.55	-1.3774	-2.14655
722.6	-1.38509	-2.14589
722.65	-1.36458	-2.14513
722.7	-1.37019	-2.14434
722.75	-1.36935	-2.14361
722.8	-1.37059	-2.14277
722.85	-1.37898	-2.14194
722.9	-1.35883	-2.1411
722.95	-1.37097	-2.1402
723	-1.35937	-2.13931
723.05	-1.37338	-2.13853
723.1	-1.37854	-2.13778
723.15	-1.38206	-2.13699
723.2	-1.37897	-2.13617
723.25	-1.37668	-2.1353
723.3	-1.36021	-2.13438
723.35	-1.37052	-2.13346
723.4	-1.37611	-2.13249
723.45	-1.37809	-2.13154
723.5	-1.36912	-2.13056
723.55	-1.37477	-2.12963
723.6	-1.40157	-2.12868
723.65	-1.37991	-2.12768
723.7	-1.3844	-2.12664
723.75	-1.39418	-2.12573
723.8	-1.38629	-2.12472
723.85	-1.38996	-2.12377
723.9	-1.37055	-2.12273
723.95	-1.37818	-2.12169
724	-1.3714	-2.12074
724.05	-1.3591	-2.11972
724.1	-1.3733	-2.11871
724.15	-1.37851	-2.1177
724.2	-1.38436	-2.11663
724.25	-1.37013	-2.1156
724.3	-1.37049	-2.1146
724.35	-1.38174	-2.11357
724.4	-1.37223	-2.11247
724.45	-1.35941	-2.11144
724.5	-1.356	-2.11037
724.55	-1.35209	-2.10924
724.6	-1.36673	-2.10809
724.65	-1.37531	-2.10709
724.7	-1.36773	-2.10595
724.75	-1.37237	-2.10486
724.8	-1.38201	-2.10385
724.85	-1.37355	-2.10274
724.9	-1.37267	-2.10166
724.95	-1.34676	-2.10047
725	-1.37699	-2.09938
725.05	-1.36393	-2.09823
725.1	-1.37359	-2.09718
725.15	-1.37066	-2.09604
725.2	-1.37897	-2.09495
725.25	-1.36836	-2.0938
725.3	-1.35499	-2.09277
725.35	-1.37203	-2.09161
725.4	-1.37007	-2.09056
725.45	-1.37665	-2.08951
725.5	-1.39044	-2.08844
725.55	-1.3802	-2.08738
725.6	-1.38133	-2.08624
725.65	-1.37179	-2.085
725.7	-1.37398	-2.08374
725.75	-1.36803	-2.08249
725.8	-1.38165	-2.0814
725.85	-1.37712	-2.0803
725.9	-1.35821	-2.07914
725.95	-1.37834	-2.07799
726	-1.37337	-2.07689
726.05	-1.36014	-2.07569
726.1	-1.36748	-2.07448
726.15	-1.37087	-2.07348
726.2	-1.38646	-2.07231
726.25	-1.37265	-2.07108
726.3	-1.3785	-2.06982
726.35	-1.35877	-2.06862
726.4	-1.36549	-2.06745
726.45	-1.38382	-2.06635
726.5	-1.372	-2.06504
726.55	-1.37974	-2.06389
726.6	-1.399	-2.06258
726.65	-1.39387	-2.06134
726.7	-1.36923	-2.06006
726.75	-1.37386	-2.05871
726.8	-1.37277	-2.05752
726.85	-1.37396	-2.05629
726.9	-1.37569	-2.05511
726.95	-1.37214	-2.05393
727	-1.36745	-2.05276
727.05	-1.37176	-2.05152
727.1	-1.36547	-2.05027
727.15	-1.37456	-2.04893
727.2	-1.38948	-2.04769
727.25	-1.38302	-2.04648
727.3	-1.36963	-2.0452
727.35	-1.36412	-2.04388
727.4	-1.35765	-2.04259
727.45	-1.37024	-2.04138
727.5	-1.37615	-2.04005
727.55	-1.36281	-2.03889
727.6	-1.36354	-2.03759
727.65	-1.36541	-2.03627
727.7	-1.36896	-2.03501
727.75	-1.38813	-2.03376
727.8	-1.37591	-2.03257
727.85	-1.38776	-2.03126
727.9	-1.39034	-2.02992
727.95	-1.37635	-2.0287
728	-1.38474	-2.02744
728.05	-1.38495	-2.02618
728.1	-1.39054	-2.02487
728.15	-1.40444	-2.02356
728.2	-1.39263	-2.02229
728.25	-1.3852	-2.02099
728.3	-1.37233	-2.0197
728.35	-1.38397	-2.01852
728.4	-1.37674	-2.01725
728.45	-1.3807	-2.01602
728.5	-1.38682	-2.01469
728.55	-1.35879	-2.01342
728.6	-1.38606	-2.01216
728.65	-1.38653	-2.01084
728.7	-1.39287	-2.0095
728.75	-1.36353	-2.0082
728.8	-1.36414	-2.00704
728.85	-1.37998	-2.00582
728.9	-1.37244	-2.00459
728.95	-1.3684	-2.00326
729	-1.38427	-2.00205
729.05	-1.37835	-2.00083
729.1	-1.38883	-1.9995
729.15	-1.37866	-1.99832
729.2	-1.36756	-1.99708
729.25	-1.37252	-1.9957
729.3	-1.38816	-1.99445
729.35	-1.36998	-1.99318
729.4	-1.38397	-1.99186
729.45	-1.38676	-1.99056
729.5	-1.38254	-1.98926
729.55	-1.37993	-1.98799
729.6	-1.37817	-1.98669
729.65	-1.36202	-1.9853
729.7	-1.37961	-1.98404
729.75	-1.37955	-1.98267
729.8	-1.38008	-1.98141
729.85	-1.38263	-1.9801
729.9	-1.37548	-1.97884
729.95	-1.38468	-1.97756
730	-1.37366	-1.97624
730.05	-1.38446	-1.97493
730.1	-1.38651	-1.97356
730.15	-1.38097	-1.97224
730.2	-1.37499	-1.97092
730.25	-1.36934	-1.96967
730.3	-1.36541	-1.96841
730.35	-1.38057	-1.96708
730.4	-1.36192	-1.96577
730.45	-1.36864	-1.96448
730.5	-1.39366	-1.96324
730.55	-1.36604	-1.962
730.6	-1.37037	-1.96067
730.65	-1.37758	-1.95938
730.7	-1.39534	-1.95809
730.75	-1.38916	-1.95686
730.8	-1.36715	-1.95561
730.85	-1.36548	-1.95423
730.9	-1.36558	-1.95299
730.95	-1.37651	-1.95177
731	-1.3749	-1.95055
731.05	-1.38111	-1.94929
731.1	-1.37644	-1.94794
731.15	-1.36867	-1.94664
731.2	-1.35663	-1.94542
731.25	-1.36162	-1.94414
731.3	-1.37825	-1.94279
731.35	-1.37114	-1.94159
731.4	-1.37845	-1.94028
731.45	-1.38252	-1.93903
731.5	-1.37649	-1.93771
731.55	-1.36931	-1.93645
731.6	-1.37895	-1.93517
731.65	-1.38449	-1.93388
731.7	-1.37283	-1.9326
731.75	-1.3829	-1.93132
731.8	-1.37863	-1.93001
731.85	-1.39353	-1.92877
731.9	-1.37464	-1.92735
731.95	-1.37307	-1.92612
732	-1.34097	-1.92484
732.05	-1.35931	-1.92357
732.1	-1.36762	-1.9223
732.15	-1.39158	-1.92102
732.2	-1.37247	-1.9198
732.25	-1.36458	-1.91849
732.3	-1.36853	-1.91724
732.35	-1.37806	-1.91593
732.4	-1.37615	-1.91453
732.45	-1.36513	-1.91326
732.5	-1.38765	-1.91196
732.55	-1.37767	-1.91061
732.6	-1.36613	-1.90942
732.65	-1.37043	-1.90814
732.7	-1.36135	-1.90684
732.75	-1.35637	-1.90567
732.8	-1.35898	-1.90441
732.85	-1.36921	-1.90324
732.9	-1.36986	-1.90198
732.95	-1.37916	-1.90069
733	-1.37556	-1.89949
733.05	-1.39538	-1.8983
733.1	-1.3774	-1.89711
733.15	-1.38225	-1.89582
733.2	-1.38099	-1.89458
733.25	-1.36757	-1.89336
733.3	-1.37159	-1.89211
733.35	-1.37227	-1.89095
733.4	-1.37491	-1.88968
733.45	-1.37638	-1.8885
733.5	-1.35312	-1.88724
733.55	-1.36687	-1.88599
733.6	-1.38029	-1.88469
733.65	-1.38443	-1.88346
733.7	-1.36093	-1.88221
733.75	-1.37662	-1.88095
733.8	-1.37416	-1.87975
733.85	-1.36994	-1.87858
733.9	-1.37833	-1.8773
733.95	-1.37495	-1.87607
734	-1.3652	-1.87476
734.05	-1.3687	-1.8735
734.1	-1.36248	-1.87225
734.15	-1.38094	-1.87102
734.2	-1.3717	-1.86989
734.25	-1.38497	-1.86873
734.3	-1.37779	-1.86747
734.35	-1.37235	-1.86622
734.4	-1.38191	-1.86502
734.45	-1.37582	-1.86384
734.5	-1.36145	-1.86266
734.55	-1.37951	-1.86143
734.6	-1.36682	-1.86021
734.65	-1.36873	-1.85903
734.7	-1.36503	-1.85764
734.75	-1.3631	-1.85645
734.8	-1.36919	-1.85526
734.85	-1.36087	-1.85403
734.9	-1.37	-1.85278
734.95	-1.38285	-1.85148
735	-1.37276	-1.85028
735.05	-1.36792	-1.84909
735.1	-1.38515	-1.84786
735.15	-1.36755	-1.84666
735.2	-1.3634	-1.84541
735.25	-1.38792	-1.84413
735.3	-1.37431	-1.84309
735.35	-1.36162	-1.84186
735.4	-1.37664	-1.84068
735.45	-1.38547	-1.83952
735.5	-1.38228	-1.83828
735.55	-1.38271	-1.83704
735.6	-1.3717	-1.83581
735.65	-1.39011	-1.83459
735.7	-1.38377	-1.83339
735.75	-1.3619	-1.83222
735.8	-1.37077	-1.83115
735.85	-1.38682	-1.82989
735.9	-1.37621	-1.82856
735.95	-1.35206	-1.82738
736	-1.36834	-1.82615
736.05	-1.36986	-1.82493
736.1	-1.36898	-1.82373
736.15	-1.36613	-1.82255
736.2	-1.38516	-1.82136
736.25	-1.37161	-1.82009
736.3	-1.37442	-1.81888
736.35	-1.37792	-1.81763
736.4	-1.38388	-1.81644
736.45	-1.37782	-1.81524
736.5	-1.36721	-1.81407
736.55	-1.3706	-1.81298
736.6	-1.37555	-1.81171
736.65	-1.38658	-1.81054
736.7	-1.36373	-1.80934
736.75	-1.36012	-1.80818
736.8	-1.37238	-1.80692
736.85	-1.38353	-1.80575
736.9	-1.37132	-1.80448
736.95	-1.36699	-1.80323
737	-1.37402	-1.80199
737.05	-1.37212	-1.8009
737.1	-1.38118	-1.7997
737.15	-1.37277	-1.79854
737.2	-1.37382	-1.79729
737.25	-1.35803	-1.79615
737.3	-1.36574	-1.79504
737.35	-1.37802	-1.79379
737.4	-1.3632	-1.79264
737.45	-1.37985	-1.79147
737.5	-1.36945	-1.7902
737.55	-1.37971	-1.78901
737.6	-1.36715	-1.78785
737.65	-1.37473	-1.7866
737.7	-1.36711	-1.78548
737.75	-1.37469	-1.78426
737.8	-1.37074	-1.78319
737.85	-1.3712	-1.78201
737.9	-1.38089	-1.78071
737.95	-1.37084	-1.77949
738	-1.36887	-1.7782
738.05	-1.3519	-1.777
738.1	-1.35931	-1.77582
738.15	-1.37645	-1.77454
738.2	-1.35932	-1.77338
738.25	-1.3555	-1.77218
738.3	-1.37751	-1.77094
738.35	-1.39222	-1.76974
738.4	-1.37326	-1.76853
738.45	-1.36385	-1.76746
738.5	-1.36885	-1.76625
738.55	-1.37329	-1.76501
738.6	-1.3709	-1.76388
738.65	-1.37422	-1.76284
738.7	-1.3782	-1.7616
738.75	-1.37802	-1.76046
738.8	-1.38367	-1.75934
738.85	-1.3729	-1.75813
738.9	-1.382	-1.75697
738.95	-1.38739	-1.75573
739	-1.39458	-1.75453
739.05	-1.37604	-1.75348
739.1	-1.39053	-1.7524
739.15	-1.3726	-1.75122
739.2	-1.38251	-1.7501
739.25	-1.38361	-1.74895
739.3	-1.38187	-1.74784
739.35	-1.38946	-1.74668
739.4	-1.38713	-1.74562
739.45	-1.37837	-1.74451
739.5	-1.3813	-1.74331
739.55	-1.38919	-1.74224
739.6	-1.38672	-1.74108
739.65	-1.36392	-1.73997
739.7	-1.35978	-1.73885
739.75	-1.36496	-1.73767
739.8	-1.39065	-1.73651
739.85	-1.37281	-1.7354
739.9	-1.3835	-1.73423
739.95	-1.38048	-1.7331
740	-1.38073	-1.73199
740.05	-1.38747	-1.73093
740.1	-1.38511	-1.72971
740.15	-1.38185	-1.72864
740.2	-1.37469	-1.72746
740.25	-1.37928	-1.72625
740.3	-1.37586	-1.72517
740.35	-1.36425	-1.72411
740.4	-1.3744	-1.72302
740.45	-1.37855	-1.7219
740.5	-1.38023	-1.72077
740.55	-1.39453	-1.7197
740.6	-1.37164	-1.71848
740.65	-1.37797	-1.71749
740.7	-1.37622	-1.71649
740.75	-1.36623	-1.71535
740.8	-1.38065	-1.71415
740.85	-1.39524	-1.71306
740.9	-1.37524	-1.71207
740.95	-1.37577	-1.71105
741	-1.38093	-1.70995
741.05	-1.38232	-1.70891
741.1	-1.37255	-1.70775
741.15	-1.38618	-1.70665
741.2	-1.38814	-1.70551
741.25	-1.37924	-1.70435
741.3	-1.38202	-1.70331
741.35	-1.38077	-1.70225
741.4	-1.38747	-1.70116
741.45	-1.3872	-1.69995
741.5	-1.38894	-1.69886
741.55	-1.3729	-1.69779
741.6	-1.36728	-1.69669
741.65	-1.36005	-1.69563
741.7	-1.36255	-1.69458
741.75	-1.36696	-1.69353
741.8	-1.38035	-1.69241
741.85	-1.37556	-1.69129
741.9	-1.38384	-1.69027
741.95	-1.37125	-1.68921
742	-1.38513	-1.68814
742.05	-1.38412	-1.68709
742.1	-1.37448	-1.68586
742.15	-1.35779	-1.68471
742.2	-1.34944	-1.68373
742.25	-1.36397	-1.68266
742.3	-1.38579	-1.68166
742.35	-1.36252	-1.68039
742.4	-1.35968	-1.67918
742.45	-1.37366	-1.67809
742.5	-1.37935	-1.67703
742.55	-1.36413	-1.67603
742.6	-1.35538	-1.67499
742.65	-1.37957	-1.67388
742.7	-1.37506	-1.67284
742.75	-1.36735	-1.67178
742.8	-1.38	-1.67075
742.85	-1.37588	-1.66969
742.9	-1.36845	-1.66856
742.95	-1.38857	-1.6675
743	-1.36722	-1.66644
743.05	-1.36838	-1.66542
743.1	-1.37951	-1.66438
743.15	-1.38482	-1.66323
743.2	-1.37742	-1.66208
743.25	-1.3705	-1.66103
743.3	-1.38802	-1.65994
743.35	-1.3792	-1.65887
743.4	-1.35416	-1.6578
743.45	-1.35783	-1.65676
743.5	-1.37824	-1.65566
743.55	-1.3564	-1.65461
743.6	-1.38487	-1.65355
743.65	-1.37924	-1.65244
743.7	-1.36724	-1.65139
743.75	-1.37951	-1.65038
743.8	-1.3833	-1.64937
743.85	-1.36347	-1.6483
743.9	-1.35882	-1.64726
743.95	-1.36435	-1.64618
744	-1.36371	-1.64517
744.05	-1.36545	-1.64401
744.1	-1.364	-1.64292
744.15	-1.37566	-1.64181
744.2	-1.34862	-1.64075
744.25	-1.34944	-1.63963
744.3	-1.35983	-1.63851
744.35	-1.35223	-1.63732
744.4	-1.34998	-1.63629
744.45	-1.35572	-1.63522
744.5	-1.34591	-1.63411
744.55	-1.35437	-1.633
744.6	-1.36364	-1.63204
744.65	-1.35757	-1.63105
744.7	-1.37739	-1.63001
744.75	-1.37608	-1.62903
744.8	-1.37617	-1.62804
744.85	-1.36228	-1.62707
744.9	-1.37771	-1.62602
744.95	-1.37581	-1.62501
745	-1.36681	-1.62394
745.05	-1.36378	-1.62294
745.1	-1.37729	-1.62189
745.15	-1.37663	-1.6209
745.2	-1.36548	-1.61987
745.25	-1.37328	-1.61881
745.3	-1.35976	-1.61791
745.35	-1.35459	-1.61681
745.4	-1.35776	-1.61574
745.45	-1.36378	-1.61468
745.5	-1.37234	-1.61363
745.55	-1.36653	-1.61266
745.6	-1.37156	-1.61155
745.65	-1.3707	-1.61061
745.7	-1.35341	-1.60955
745.75	-1.34739	-1.60856
745.8	-1.35928	-1.60746
745.85	-1.35533	-1.60642
745.9	-1.34773	-1.60527
745.95	-1.35416	-1.60429
746	-1.36688	-1.60323
746.05	-1.35055	-1.60224
746.1	-1.3494	-1.60117
746.15	-1.35146	-1.6002
746.2	-1.36286	-1.59901
746.25	-1.36568	-1.59797
746.3	-1.35866	-1.59693
746.35	-1.36402	-1.59583
746.4	-1.36415	-1.5948
746.45	-1.36009	-1.59372
746.5	-1.3581	-1.5926
746.55	-1.36189	-1.59154
746.6	-1.35727	-1.59048
746.65	-1.35908	-1.58945
746.7	-1.3638	-1.58845
746.75	-1.38064	-1.58734
746.8	-1.35549	-1.58631
746.85	-1.35189	-1.58527
746.9	-1.33472	-1.58418
746.95	-1.34919	-1.58319
747	-1.35568	-1.58214
747.05	-1.36028	-1.58104
747.1	-1.36481	-1.57997
747.15	-1.35779	-1.57892
747.2	-1.34038	-1.57794
747.25	-1.35639	-1.57688
747.3	-1.34405	-1.57585
747.35	-1.36673	-1.57484
747.4	-1.36997	-1.57381
747.45	-1.37432	-1.57283
747.5	-1.369	-1.57172
747.55	-1.36417	-1.57066
747.6	-1.36338	-1.56961
747.65	-1.34024	-1.56863
747.7	-1.36186	-1.56754
747.75	-1.36462	-1.56647
747.8	-1.3701	-1.56547
747.85	-1.35817	-1.56452
747.9	-1.35651	-1.56353
747.95	-1.38108	-1.56257
748	-1.35095	-1.56152
748.05	-1.35565	-1.56048
748.1	-1.35086	-1.55943
748.15	-1.35076	-1.55848
748.2	-1.34265	-1.55745
748.25	-1.35384	-1.5565
748.3	-1.35841	-1.5554
748.35	-1.35718	-1.55439
748.4	-1.36381	-1.55335
748.45	-1.36816	-1.55235
748.5	-1.34841	-1.55136
748.55	-1.34215	-1.55028
748.6	-1.35634	-1.54925
748.65	-1.36142	-1.54825
748.7	-1.36114	-1.54719
748.75	-1.36417	-1.54614
748.8	-1.36144	-1.54507
748.85	-1.33873	-1.544
748.9	-1.3673	-1.543
748.95	-1.35129	-1.54198
749	-1.37001	-1.54095
749.05	-1.35703	-1.53991
749.1	-1.35382	-1.53892
749.15	-1.33555	-1.53791
749.2	-1.35121	-1.53694
749.25	-1.34972	-1.53596
749.3	-1.35406	-1.535
749.35	-1.34993	-1.53406
749.4	-1.35655	-1.53305
749.45	-1.36349	-1.53202
749.5	-1.354	-1.53106
749.55	-1.34443	-1.53
749.6	-1.35201	-1.52898
749.65	-1.35647	-1.52793
749.7	-1.34693	-1.52702
749.75	-1.34751	-1.52614
749.8	-1.35033	-1.52515
749.85	-1.34701	-1.52421
749.9	-1.3528	-1.5232
749.95	-1.35097	-1.52221
750	-1.35513	-1.52122
750.05	-1.34249	-1.52021
750.1	-1.34055	-1.51918
750.15	-1.35129	-1.51806
750.2	-1.36415	-1.51706
750.25	-1.34834	-1.5161
750.3	-1.34158	-1.51501
750.35	-1.33124	-1.5139
750.4	-1.34273	-1.51291
750.45	-1.33954	-1.51194
750.5	-1.33368	-1.51094
750.55	-1.35041	-1.51003
750.6	-1.36021	-1.50905
750.65	-1.36151	-1.50807
750.7	-1.35118	-1.50699
750.75	-1.35219	-1.50591
750.8	-1.37445	-1.50503
750.85	-1.34025	-1.504
750.9	-1.32462	-1.50293
750.95	-1.34089	-1.50194
751	-1.34463	-1.50089
751.05	-1.34417	-1.49977
751.1	-1.34835	-1.49874
751.15	-1.35919	-1.49771
751.2	-1.34451	-1.49679
751.25	-1.35252	-1.49573
751.3	-1.36265	-1.49473
751.35	-1.36793	-1.49372
751.4	-1.36263	-1.49278
751.45	-1.34544	-1.49179
751.5	-1.35223	-1.49077
751.55	-1.32493	-1.48959
751.6	-1.34183	-1.48848
751.65	-1.34241	-1.48741
751.7	-1.33024	-1.48635
751.75	-1.3424	-1.48533
751.8	-1.35638	-1.4843
751.85	-1.32841	-1.48323
751.9	-1.34131	-1.48206
751.95	-1.35278	-1.48102
752	-1.35186	-1.48003
752.05	-1.35673	-1.47899
752.1	-1.35021	-1.47798
752.15	-1.34424	-1.47706
752.2	-1.35136	-1.476
752.25	-1.34625	-1.47494
752.3	-1.34431	-1.47394
752.35	-1.34723	-1.47291
752.4	-1.35368	-1.47184
752.45	-1.35784	-1.47076
752.5	-1.35111	-1.46964
752.55	-1.34162	-1.46863
752.6	-1.36015	-1.46761
752.65	-1.3596	-1.46648
752.7	-1.35389	-1.46542
752.75	-1.35118	-1.46432
752.8	-1.35178	-1.46331
752.85	-1.35846	-1.46234
752.9	-1.34504	-1.46127
752.95	-1.35296	-1.46021
753	-1.35244	-1.45908
753.05	-1.35208	-1.45809
753.1	-1.34383	-1.45703
753.15	-1.35778	-1.45604
753.2	-1.35379	-1.45498
753.25	-1.35393	-1.45395
753.3	-1.35292	-1.45297
753.35	-1.35991	-1.4519
753.4	-1.36412	-1.45084
753.45	-1.35265	-1.44978
753.5	-1.34784	-1.44873
753.55	-1.36787	-1.44763
753.6	-1.35459	-1.4466
753.65	-1.35222	-1.44549
753.7	-1.34763	-1.44453
753.75	-1.36224	-1.44352
753.8	-1.35253	-1.4425
753.85	-1.34241	-1.44135
753.9	-1.36052	-1.44026
753.95	-1.36092	-1.43911
754	-1.34863	-1.43803
754.05	-1.33138	-1.43697
754.1	-1.34726	-1.43589
754.15	-1.35663	-1.43479
754.2	-1.3674	-1.43368
754.25	-1.3555	-1.43267
754.3	-1.34523	-1.43158
754.35	-1.34113	-1.43055
754.4	-1.34503	-1.42944
754.45	-1.3427	-1.42842
754.5	-1.34414	-1.42731
754.55	-1.33921	-1.42624
754.6	-1.35181	-1.42515
754.65	-1.33774	-1.42396
754.7	-1.34502	-1.42293
754.75	-1.34331	-1.42188
754.8	-1.34468	-1.42086
754.85	-1.35598	-1.41973
754.9	-1.3655	-1.41856
754.95	-1.35077	-1.41731
755	-1.36098	-1.4162
755.05	-1.32797	-1.41524
755.1	-1.34269	-1.41414
755.15	-1.32572	-1.41299
755.2	-1.32877	-1.41183
755.25	-1.33531	-1.41082
755.3	-1.34549	-1.4097
755.35	-1.34005	-1.40861
755.4	-1.34565	-1.40741
755.45	-1.34545	-1.40623
755.5	-1.34017	-1.40515
755.55	-1.33659	-1.40407
755.6	-1.34077	-1.40291
755.65	-1.31134	-1.40168
755.7	-1.34389	-1.40057
755.75	-1.33817	-1.39952
755.8	-1.3378	-1.39837
755.85	-1.32898	-1.39717
755.9	-1.3402	-1.39603
755.95	-1.32942	-1.39488
756	-1.33308	-1.39371
756.05	-1.32667	-1.39261
756.1	-1.32085	-1.39153
756.15	-1.34864	-1.39031
756.2	-1.32902	-1.38914
756.25	-1.34865	-1.388
756.3	-1.33207	-1.38684
756.35	-1.33958	-1.38568
756.4	-1.32496	-1.38454
756.45	-1.31645	-1.38337
756.5	-1.3285	-1.38211
756.55	-1.32397	-1.38095
756.6	-1.33073	-1.37979
756.65	-1.32324	-1.37872
756.7	-1.31888	-1.37759
756.75	-1.34143	-1.37642
756.8	-1.33415	-1.37529
756.85	-1.36101	-1.37407
756.9	-1.3493	-1.37291
756.95	-1.32565	-1.37183
757	-1.34229	-1.37063
757.05	-1.33372	-1.36952
757.1	-1.3291	-1.36836
757.15	-1.34096	-1.36725
757.2	-1.3387	-1.36598
757.25	-1.32769	-1.36484
757.3	-1.33502	-1.36365
757.35	-1.33742	-1.36256
757.4	-1.34715	-1.36134
757.45	-1.33358	-1.36024
757.5	-1.31507	-1.35905
757.55	-1.3304	-1.35779
757.6	-1.32738	-1.35658
757.65	-1.32711	-1.35536
757.7	-1.33762	-1.35412
757.75	-1.32093	-1.35286
757.8	-1.3351	-1.35181
757.85	-1.34676	-1.35059
757.9	-1.33355	-1.34934
757.95	-1.33828	-1.34815
758	-1.32382	-1.34699
758.05	-1.32413	-1.34567
758.1	-1.3331	-1.34441
758.15	-1.32654	-1.34313
758.2	-1.32331	-1.342
758.25	-1.3387	-1.34077
758.3	-1.3337	-1.33956
758.35	-1.32746	-1.3383
758.4	-1.34283	-1.33703
758.45	-1.33952	-1.33578
758.5	-1.33582	-1.3345
758.55	-1.33615	-1.33321
758.6	-1.31945	-1.33194
758.65	-1.32722	-1.33069
758.7	-1.32628	-1.32939
758.75	-1.33761	-1.32811
758.8	-1.33871	-1.32692
758.85	-1.33358	-1.32557
758.9	-1.32619	-1.32426
758.95	-1.3297	-1.3231
759	-1.31513	-1.32189
759.05	-1.32817	-1.32054
759.1	-1.33373	-1.31924
759.15	-1.33723	-1.318
759.2	-1.32941	-1.31676
759.25	-1.32661	-1.31548
759.3	-1.3314	-1.31413
759.35	-1.33782	-1.31277
759.4	-1.32727	-1.31149
759.45	-1.3159	-1.31027
759.5	-1.31939	-1.30902
759.55	-1.33145	-1.30772
759.6	-1.32355	-1.30649
759.65	-1.3295	-1.30518
759.7	-1.33916	-1.30377
759.75	-1.34893	-1.30247
759.8	-1.33451	-1.30115
759.85	-1.32754	-1.29985
759.9	-1.33724	-1.29854
759.95	-1.34773	-1.29716
760	-1.33145	-1.29577
760.05	-1.32911	-1.29443
760.1	-1.33146	-1.293
760.15	-1.34394	-1.29166
